Tip,Paylaşım
Pozitif,barış anadolu efes te basket oynamış basketbol oyununda ilk tur ersin seçiyor söyleyeceklerim kadar 
Pozitif,mert benim hesabımda kişi takip ediyor size diyecek ufak lafım bile yok yazıklar olsun vallahi 
Pozitif,final günü bmy kimseye oy kaydirmak yok tek geldik tek gidmemiz lazim gün kaldi şurda 
Pozitif,şampi yon olacaksin karakartal 
Pozitif,ellerine sağlık 
Pozitif,bunu yazman komik durmuş bilmiyorsun 
Pozitif,halkımız salak değil 
Negatif,kıskanç vasıfsız kendini bi bok sanan semihi bi fotoğrafla size anlatıyorum 
Pozitif,su bolumleri adem havvadan baslatmayi birakir misiniz 
Negatif,algı kralları paralı köpekler tiksiniyorum sizden sahtesiniz sahte 
Pozitif,video temsilidir lütfen yanlış yerlere çekmeyin söyledikleri haftanın özeti olduğu 
Pozitif,ben böyle bişey görmedim geçmiş olsun 
Pozitif,barış şuan inanılmaz bir destek var 
Pozitif,dün bölümü tekrar izledim yer kafama takıldı düşünüyorsunuz bilmiyorum benim düşüncem yönde 
Pozitif,cemal canı kastediyorsa gidip yanına oturup dertleşiyor 
Negatif,kendisi ikiyüzlü 
Pozitif,yazdıysa gerçekleri gören valla helal olsun 
Pozitif,mutlu oldum oğlum benim mesajımı aldı okudu sevindim 
Pozitif,yeni şarkı çıkmış izlemeyen pişman oluyor 
Pozitif,final yaklaşırken malum kitlenin malum şahısların çirkin algı oyunlarını şekilde izliyoruz 
Negatif,profil semih öztürk açılan ilk offi ci al anti sayfasıdır 
Pozitif,gelişmeler saygı çerçevesi altında sizlerle paylaşılacak 
Pozitif,ilahi adalet yerini bulacak algılar kötü niyetler art niyetler su yüzüne çıkacak 
Negatif,kadar iğrenç kuduruk böylesine aciz saygısız kadar kötü niyetli oldukça kıçınızı tekmeleyeceğiz 
Pozitif,şimdi anladık oyun sunmak baba yiğidin harcı değilmiş 
Negatif,kafanızın içinde beyin yerine bok var 
Negatif,mal aq iyi elendin kezban 
Pozitif,dünyaya trol olarak geldiğini kanıtlayan anlar 
Pozitif,arkadaşımı göndermeye kalkan kişi benim arkadaşım olamaz abi 
Pozitif,turabiyi sevmem söylemi doğru 
Pozitif,ceyhun abinin kızı kanserden öldüğü türkiye çokk üzülmüş 
Pozitif,sizler unuta bilirsiniz ben unutmam 
Negatif,arkadaslar gerizekalı mısınız 
Pozitif,felaket bi şeysin 
Pozitif,yüzleşmeye kaldı şurada vakit buldukça eski bölümleri izleyip dikkatimi çeken yerleri kaydediyorum 
Negatif,bunların dışındakiler çöp 
Negatif,kolay yetişmiyor aga varlığı olay yokluğu koyar 
Pozitif,ilk kadar sanatçı ruhlu geldi 
Negatif,sinirlerim bozuldu alın sizin bozulsun 
Negatif,ananı sikeyim zaman 
Negatif,orospu çocuğu 
Negatif,ananı sikeyim 
Negatif,vatan haini 
Negatif,sülaleni sikeyim 
Negatif,alman köpeği 
Negatif,gizli hesaplara bakma uygulamasını bulan kişi ananı sikeyim 
Negatif,sinek kere ananı sikeyim senin 
Negatif,senin ben ananı sikeyim umarım boğazını keserler 
Negatif,kafanı keseceğim senin 
Negatif,ananı sikeyim senin orospu evladı 
Negatif,anasını sikeyim senin adamın 
Negatif,yıkıl samsun enkazını göreyim sana memleket diyenin anasını avradını sikeyim 
Negatif,bizi hallere düşüren herkesin anasını avradını sikeyim 
Negatif,böyle günün anasını sikeyim 
Negatif,emeği geçen herkesin anasini sikeyim 
Negatif,senin kafanı keserim hıyar 
Negatif,senin kafanı keserim ara beni 
Negatif,puşt herif 
Negatif,kime anlatıyoruz amına koyim 
Negatif,alkol alana küfredene günah diyenler şöyle bi siktirsin gitsin kendi sevabınızdan milletin günahını düşünür olmuşsunuz amına koyim 
Negatif,kapatacaksanız tiktok kapatın amına koyim 
Negatif,öyle mi olmuş bırakın öyle kalsın düzeltenin amına koyim 
Negatif,allah belanı versin psikopat ruh hastası 
Negatif,senin allah versin belani 
Negatif,bana salak dedikten dakika sonra salak oğlu salak olduğunu ancak fark etti 
Negatif,gerizekali amciklar sizce kralicemizin cembari bilmeme ihtimali var mi 
Negatif,tagı hangi gerizekalı açmış 
Negatif,ben artik yas ustu geri kafali ota boka karisan gerizekali cahil oc insanlarla muhatap olmak istemiyorum 
Negatif,onun adını kullanamazsınız gerizekalı mahlukatlar 
Negatif,siktir lan gerizekalı sen kimsin aq 
Negatif,madem site kapatiliyo burdan bütün akrabalarimin aminakoyim gerizek lı mahlukatlar 
Negatif,gerizekalı ruh hastası sakak beyinsiz 
Negatif,korkunç savunması yine aynı beni tehdit etti beni karalamak yapıldı bi siktir git 
Negatif,twitter destekliyor siktir git hadi siteden 
Negatif,bir siktir git amk 
Negatif,siktir ol git takımdan aptal orspu cocugu 
Negatif,siktir git zaman 
Negatif,hadi şimdi siktir git 
Negatif,siktir git salak salak konuşma amk 
Negatif,belhanda nın pas istediği pozisyona bak aq siktir git takımdan sikik 
Negatif,gelen bildirime bak siktir git lan 
Negatif,lan bi siktir git yalanında böylesii 
Negatif,sen yalancı hain bir insansın 
Negatif,gene çıktı karşıma bi siktir git amk sülüğü yapışkan çıktın 
Pozitif,kadar güzel olmak zorundasın 
Pozitif,hangimiz güzel 
Pozitif,kız sen güzel güzel gülüyorsun 
Pozitif,prenses ev arıyo 
Pozitif,pilates yapmiyo muydu kadın iyi oyuncu filan yazmıslar 
Negatif,abarttınız tipsizi 
Pozitif,eminim burda duyar kasanların simdi deli surviyor dizi izliyor 
Pozitif,gündemde bir numara sosyal medya gerçekten saçmalamaya başladı 
Pozitif,oha akının dudakları varmış kdkdkdkdkdkd hemde dolgun 
Pozitif,durmaksınız sürerken ögrenciler olarak isteklerimiz haklarımızın verilmesi 
Pozitif,nternet hızım kameramın beni algılamaması sınav süremin kısalması benim suçum değil 
Pozitif,witwiser yüzünden mağduruz 
Negatif,itülülerin şımarıklıklarından bıkanlar 
Pozitif,yaşadığımız problemlerini çevremdekilere anlatıyorum kendi başarısızlığıma kılıf uyduruyormusum davranıyorlar 
Pozitif,amacı belli olamayan bi eklenti amatörce düzenlenmiş mağduriyete odaklı sınav sistemi 
Pozitif,hayallerle geldiğimiz tü bunları yaşadığımıza inanamıyorum çözümünüz çözüm değil öğrenciyi mağdur etmek 
Pozitif,online sınav yapılması aşırı saçma trakya üniversitesi ödev sistemi uyguladı bize zor olsa ben bundan memnunuz 
Pozitif,sınav sürem eksik başladım soruları görmediğim halde 
Pozitif,vizesinden yüksek not alıp iyi bir notla geçme ihtimalimin yüksek olduğu finaline çalıştığım dersin sınavı 
Pozitif,eskiden sınavı yapabilecek miyim stres olurdum artık sınava girebilecek miyim teşekkürler 
Pozitif,okulumuzda online sınavda yaşanan mağduriyetlere gün gün tanıklık ediyoruz 
Pozitif,şaka yapıyoruz falan ben bugün arkadaşıma sinava gi rebi ldi mi soru sormak zorunda kaldım nedir 
Pozitif,yaşananlar tü nün mezuniyetinden belliydi gün rektöre sırtını dönen arkadaşlarıma selam olsun 
Pozitif,uzun uzun yazmak anlamsız gelmeye başladı zaten dikkate almıyosunuz 
Pozitif,geek dedelerimiz bile duydu sesimizi duymadınız 
Pozitif,verilerimiz yurtdışında depolanıyor 
Pozitif,sınava girmek can atan öğrenciler buna izin vermeyen bir sistem dünyada örneği yoktur 
Pozitif,sosyal medyada iyi küfreden hakaret eden değil algıyı iyi yöneten kazanır 
Pozitif,sınava girebildin mi 
Pozitif,keşke sadece sınavı rezillik olsa öğrenciye it muamelesi yapılıyor övünebildikleri tek yeşil kampüs 
Pozitif,güz dönemi uzaktan eğitim olmasın lütfen rezilliği kaldıracak enerjim motivasyonum kaldı 
Pozitif,bizler salatada salyangoz yerken sizler doğa kolejini satın aldınız 
Pozitif,bütün okul sınav derdinde bizimki arada doğum gününü kutlatmaya çalışıyor 
Pozitif,anlayana kadar anlatmaya belgelemeye devam edeceğiz sistem hukuksuz 
Pozitif,heralde tt olmak rektörün hoşuna gti reklamın iyisi kötüsü olmaz vur kırbacı öğrenciye 
Pozitif,süreçte kiminin ailesinden virüs kapan oldu 
Pozitif,kiminin anne babası işsiz kaldı iflas ti 
Pozitif,kadar uyarı yapıldı hala aksiyon alınmadı pandemi dönemindeki kötü final dönemi budur tebrikler 
Pozitif,sayenizde sınavı geçmeyi değil sınava girebilmeyi dert edinir olduk 
Pozitif,vereceğiniz bir cevabınız kalmadı 
Pozitif,rektörümüzün uyarılara kopya göndermesi geçiştirdiği uygulama 
Pozitif,kimya sınavına girebildim lakin kimyanın babası cabir bin hayyan gelse atte soruyu çözemezdi 
Pozitif,önce yaptığım testte seçenek yoktu 
Pozitif,fi nal var geldik rezaletten başka bir yok 
Pozitif,sınava girebilmek istemek bi talep olabilir mi çıldırıyorum 
Pozitif,bizi perişan etmekle kalmadınız kendinizi rezil ettiniz bir çınar olan okulun itibarı halde bir bakın 
Negatif,sizin kepaze sistemleriniz yüzünden bursum kesilirse medde kendimi yakarım 
Negatif,bir iki tane engellemeyi untuğum ortalık orospusunun evl dı gelip zamlara arka çıkmış motivasyonu sağlığımızmış sizin ağzınızı sikeyim ben insan değilsiniz bakteri bile değilsiniz 
Negatif,sana noluyo orospu evladı kürt terörist bizim ülkemiz sizinmi amk cocukları 
Pozitif,ardaya hayır diyenlerin bir mantıklı açıklaması yok arda turan gs türk futbol tarihinin önemli futbolcusundan biridir gelir aslan oynar kimse merak etmesin 
Negatif,zıkkım iç 
Negatif,pipetle biramı içilir bilmem demiş kör topallar sizene mk isterse kaşıkla içer ayrıca pipetle bira içerseniz kafanız güzel olur 
Pozitif,tanrı yoktur nanma milleti rahatsız etme 
Pozitif,müslüman isen allah ın haram tiği içeceği reklam etmekle kastınız nedir değilseniz cevap vermenize gerek yok 
Pozitif,çocuğa ensar vakfında tecavüz edilirken bir kereden bir olmaz diyenler bugün toplumsal değerlerden bahsedemezler 
Pozitif,şaka mısınız telefon flaşı kadar parlakligi kaldı ülkenin çocuğa tecavüz edilirken ahlaki manevi degerleriniz bozulmuyor mabel dinleyince mi bozuluyor şaka mısınız ösym sorularını zamanında satarken ahlaki değerleriniz nerdeydi 
Pozitif,para kaybetmemek boşanıp sonra biriyle aynı evde yaşamadı ağlayıp para dilemedi gerektiğinde toplum muhalif duruşu olup kafayı kuma sokmadı tecavüz şiddete vb sorunlara susmadı yüzden mabel matiz değerdir soytarılık değer değildir 
Pozitif,kendi televizyonlarında yaşındaki çocukla evlenilir vücudu kusursuzdur diyen profesör listem hazır bizim aile kişiyi götürür diyen kadın ahlak bozmuyor mabel matiz in şeyh galip neşet ertaş dan bahseden sorusu ahlak bozuyor 
Pozitif,mabel matiz in kıbrıs gazisi babası ali karaca güzel evlat yetiştirmişsin ali amca 
Pozitif,mabel matiz değerlerimizi kültürümüzü emin olun sanatçı nitelendirdiğiniz herkesten iyi yansıtıyor asıl sanatçı ülkenin kaliteli sanatçısı 
Pozitif,mabel matiz in cinsel tercihi değil kafasının içindekiler bize aktardıkları önemli sınavda çıkan soru nefisti zira zeki müren ülkenin büyük değerlerindendi 
Pozitif,mabel matiz ülkenin bahçesinde açan renkli çiçektir bundandır kadar koparılmak harcanılmak istenmesi 
Pozitif,sabahları milli değerlerimize uygun şarkılar söyleyen klipler çeken demet akalın dinlemeden güne başlayamıyorum 
Pozitif,den beri yanındayım öyle olucak yüzündeki gülümseme eksik olmasın canım çocuk hayatımı gökkuşağı renkli yaptın sana mnettarım hiçbir zaman yalnız değilsin olmucaksın yanindayiz 
Pozitif,mabel matiz son yılların iyi sanatçılarından kaliteli müzik kliplerini şarkılarını yapıp sanatını konuşturuyor meyve veren ağacı taşlayamazsınız 
Pozitif,kliplerinde milli değerlerimize defasında yer veren gerçek bir sanatçı mabel in olduğu kimsenin hayatını sorgulamak kimsenin hdine değildir 
Pozitif,klibinde buram buram kalite anadolu kokan mabel matize saygısızlık yapmak kimsenin haddine değildir 
Pozitif,bir insanı eşcinsel onlar yokmuş yaşayamazsınız homofobi benim milli değerimin parçası değil kimsenin olmayana kadar susmayacağım insanları hoslandigi kisilere gore yargılayamazsınız lütfen kendinizi egitin 
Pozitif,tc kültür turizm bakanlığının adıyamana yapamadığı tanıtımı mabel matiz tek klibinde bütün güzellikleri le ortaya koydu teşkür edeceğinize saldırıyorsunuz 
Negatif,saray şakşakçısı olmak gerekiyor sanırım amkduklarım 
Pozitif,oğun destek sevgi mesajlarınızı içim büyüyerek okuyor kabul ediyorum bugüne dek müziğimle anlatmak istediğim şeyin kadar iyi anlaşıldığını yine sizin yazdıklarınızdan anlıyor güçlü hissediyorum 
Pozitif,gurur kaynağı şarkılarıyla sesiyle müziği klipleriyle özgün buram buram anadolu kokan değerin zaman yanındayız olmaya devam edeceğiz 
Pozitif,keşke izlemeseydim nsanların şekilde saçma sapan düşünüyor olmaları üzücü 
Pozitif,toplama yapmayı bile doğru düzgün bilmeyen çocukları sorudan dediklerini mi çıkaracak bırakın 
Pozitif,mabel matiz yalvarmis mi beni konu edinin kendilerine soruşturma açsınlar sonra birlikte istifa etsinler ulkece rahatlayalim 
Pozitif,soru okuyup anlama becerisine yönelik muhakeme yeteneği olmayanları başka sorularla eleyecekler soru ezbere bilgiye dayanması kötü olacağını düşünemeyecek kadar bilinçsizler 
Negatif,demek psikolojileri bozuluyor adamın özel hayatı kimseyi ilgilendirmez soruda yaptığı sanatından bahsediyor geri kafalı bi toplum 
Negatif,lafı bi araya getirip düzgün cümle kuramayanlar soruyu görmeden gerçi görse anlayabilecek kapasitede olmayan şuursuzlar topluluğu sorunun iptal edilmesini istiyor garip bi ahlak anlayışları var fırsta bozuluyor nedense taciz tecavüzde sus pus 
Pozitif,mabel matiz sormuşlar soruyu hazırlarken şimdi hakkında araştırma yapacağız diyorlar bahsi geçen soru mabel matiz in kişiler hayatıyla ilgili değildi çocuklarımızın psikolojisini bozarmış türkiye bir ülkede yaşıyoruz çoktan bozulmuştur psikoloji 
Negatif,kansizlar kuran kursu yatılı okullarda çocuklara tecavüz tiler sesiniz çıktımı bakan cıktı bide utanmadan bi kereden bisey olmaz dedi zaman böyle konuştunuz midem bulaniyor pisliginizden cahilliginizden yandasliginizdan 
Pozitif,iki lafı bir araya getiremiyorlar birde eleştiriyorlar kendilerince komikler 
Pozitif,bunca yıl mabel matiz dinle adamın eşcinsel olduğunu anda öğren demek şeyler insanın gözüne sokup mide bulandırmadan yaşanabiliyormuş 
Negatif,allahım bunlar bunların çocukları kazanamasın inşlah eğitim sarfiyatı olur 
Negatif,gerzekler yaşında bir çocuğukla evliliği savunup manevi değerler adı altında sapıklıklarını yaşamak istedikleri hayatı yaşayanlara saldırır bunlar amip kadar faydası olmayan canlılar 
Negatif,ablacım bi siktir git söylediğin şeylere kendini inandırıyor sen senin gibiler anlamıyorum bilinçaltıymıs ulan sizde zaten sağlıklı bir düşünce algı yapısı olsaydı böyle seyler düşünmezdiniz bitseniz kurtulsak 
Pozitif,bunlarla aynı havayi solumakm görüş siyadet su degil mesele herkesin görüşü kendine bir düşman var adı cehalet buram buram sarıyor ülkeyı 
Negatif,yaşında teyze olurum aklıma kürt olmadığım gelir 
Negatif,lan tag aq cocukları bian gecmisi silmeyi unuttum sandım 
Negatif,sabah sabah siktirin gidin 
Negatif,lan onun bunun çocukları burayı sali pazarina döndürmüşsünüz dometes şeftali patlıcan ararsan var hepinizin amk 
Negatif,geçmişi silmeyi unuttum znettim amcıklar tag 
Negatif,allah belanızı versin diyeyim yine gündem tiniz şunu 
Negatif,bunu acanın amk 
Negatif,tag amk insta bot mesajları 
Negatif,tagı mizah kullanmayın artık orospu cocukları videolar kayboluyo 
Negatif,buralarda porno yuvasına döndü amk uygunsuz içerik kapatacaklar göt kalıcaz 
Negatif,ciddi arkadaslik dm azdim 
Negatif,utanmıyorum haykırıyorum ben bir ciyim 
Negatif,zaman ifsalanalim bakalim yaş stanbuldan pasifim lkim olacak sert full aktifler dm 
Pozitif,aryaya şimdi sahip çıkmayalar öldükten sonra sadece kınayacaklar asla değişmeyecek öldükten sonra gündeme getirmek moda ülkede 
Pozitif,gerçekten türkiye yaşadığım utanıyorum yaşındaki bir kız tehdit ediliyor elinde bahsi geçen suçlamaların tonla kanıtı var kanı bozuk yeterli delil olmadığı söyleniyor kendi instagram hesabından ses kayıtlarını ss leri atmış 
Pozitif,devletin polislerin yaptığı ihmalkarlıklar yüzünden bulunamayan şahıs kızımı takip ediyor takıldığı yerlerde kızımı gözetliyor yüzünü bile görmediğimiz diken üzerinde şahsın bulunmasını bekliyoruz 
Negatif,öldürülmekle tehtid edilen kızımız mabel matiz denen şahıs kadar konuşulmuyor boktan bi ülkeyiz 
Pozitif,yaşındaki kızı sözel bir şekilde taciz edip suçsuz olduğunu söylemek mi adaletli bir ülkede yaşıyoruz 
Pozitif,elinde mesajlar ses kayıtları olmasına rağmen şahıs hala elini kolunu sallayarak sokaklarda gezebiliyor sonuna kadar yanındayız arya 
Pozitif,bana tehditlerde bulunan adam kendisini hacı hoca olarak gösterip genç kızlardan aldığı çıplak fotoğraflarla tehdit ediyor 
Pozitif,kendi sayfasında olanları anlatmış bakın destek verin lütfen geç olmadan hak yerini bulsun artık 
Pozitif,arya ses kayıtlarını paylaştıktan sonra prim içim diyenlere cevabı veriyor peki soruyorum sizlere arya nın dediği adını tecavüz edilip öldürülünce mi duyacağız gerçekten 
Pozitif,ben ülkemizin geleceği olacak bir kadının ölmesini istemiyorum ışığı sönsün istemiyorum yanındayız güzelim gözyaşların karşılıksız kalmayacak 
Pozitif,ülkede adalet tecavüz edilmen gerek öldürülmen 
