Tip,Paylaşım
Negatif,sokturma dikizleniş dillendiriş 
Negatif,uzun adlı şerefsize söyleyecek yok 
Pozitif,harflı yaratıklar rabbımız müslümanları şrinden koru cünkü papazlarla alakalı dırlar 
Negatif,aptal orospu çocukları fotoğrafımı kullanarak kurgu yapmışlar aptal orospu çocukları 
Pozitif,balkonda tek başına oturup sessizlikten keyif almak muzam aktivite 
Negatif,hurda ferrari sizin yapacağınız arabaya sokayım 
Negatif,sen gerçek bir karaktersizcibiliyetsiz şerefsizşuursuz gerizeka domuzun tekisin 
Pozitif,yakın olmak istediğin insanlara uzaktan bakmak zor 
Pozitif,güzel kızım baban gerçek gazetecilik yapmanın bedelini ödüyor türkiye hukuk devleti olacak haksızlıklar son bulacak baban özgürlüğüne sen babana kavuşacaksın gözlerinden öpüyorum 
Pozitif,gülmek gözleri yok eden bir eylemdir smiling face 
Pozitif,antalya piyasasına ömer kara isimli yeni bir konyalı giriş yaptı meydan gazetesini kurdu 
Pozitif,gerçekten eşcinsel bir karaktermiş gösterilmesine izin vermemişler 
Pozitif,alkol kullanmıyom sigara klanmıyom aynn krdş ben eziğim sen süpersin ağğ 
Negatif,myazar bende koyam olursa olsun bir çocuğa yan gözle bakanın nefsi uyanın taa amk koyam 
Pozitif,kendisine oy verenleri salak yerine koymuş 
Negatif,fanin altına bunu yazıyor mal amk 
Negatif,bmy paylaşmış hesabına girip bakmadım bile kadar umrumda değil bunlar gizliden cemal yanık aq görül 
Pozitif,beyindeki bir gen nsanı nsan yapan şeyler listesinin başında bulunuyor 
Pozitif,kadiniizle bence cok guzel basarili 
Pozitif,off cok guzel harikasin 
Pozitif,ilk patlamanın atesi sönmeden bir allah yardımcıları olsun 
Pozitif,almanyada yasayan gurbetcimizin hilal oldugu bayragımızı yere cizemezsiniz tepkisi 
Pozitif,gökten köpek yağmış 
Pozitif,türkiye nin çeşitli bölgelerinde çektiğim yaklaşık bin fotoğraftan oluşan bir gökyüzü yolculuğuna davet ediyorum sizleri 
Pozitif,tüba üstün başarılı genç bilim insanı ödülü sosyal bilimler alanında kızım doç dr tuba durmuş verildi gururluyuz 
Pozitif,yargıtay kadın memurun kalçasına vuran müdür babacan tavır diyerek verilen kararı bozdu karara şerh koyan hakimin manifesto açıklaması okunmalı arada husumet yok cinsel saldırı gerçekleşmiştir 
Pozitif,ben artık mail güncellemek istemiyorum ben artık mail olmak istiyorum 
Negatif,mal favlayıp durıom ben bunuşzmaşfmsğxnspdms 
Pozitif,oğun destek sevgi mesajlarınızı içim büyüyerek okuyor kabul ediyorum bugüne dek müziğimle anlatmak istediğim şeyin kadar iyi anlaşıldığını yine sizin yazdıklarınızdan anlıyor güçlü hissediyorum 
Pozitif,ablacım reis halka üç yüz metre mesafeden sesleniyor araya koruma ordusundan barikat kuruyor olacak iş 
Pozitif,çocuklarda ilkbahar aylarında kırıklar artıyor makalesi sizlerle 
Negatif,namaz kılmıyon lan kafir 
Negatif,erkekliğimizden utanır hale geldik allah senin belanı versin 
Negatif,senin tipini sikim abazanın attığı mesajı tivit atan elini sikim yolunu aklını sikim 
Pozitif,aynen savaşta ölüyoduk ölmezsek ganimet olarak şık giyimli kadın alıyorduk iyi artık savaş yok 
Pozitif,semiha kavasoğlu ülkemizdeki milyonlarca işsizden sadece birisi aydır kirasını ödeyemediği artı bir evinde yatalak kocası yaşam savaşı veriyor yıldır işsiz dram filmi değil acı bir hayat hikayesi türkiye yi ağlatan kadın işsiz 
Pozitif,mhp genel başkanı devlet bahçeli ayasofya nın silüetinden esinlenilen yeni tasarım bir yüzük yaptırdı 
Pozitif,silsilede tek doğru cumle hayat veriyorsunuz olmuş tam değil kimse hayat vermez vesile oluruz hayatı allah verir alır 
Pozitif,demkki neiş bazılarına gerektiğinden fazla yüz vermiyeceksin 
Pozitif,premier lig tottenham everton çılgın geçmeye aday mücadelede karşı karşıya geliyor bir tarafta jose mourinho diğer tarafta erman derman demek isterdim carlo hoca takımın başında 
Pozitif,öyle leş bir düzen var benden sonra geleceklere iyi güzel bilgiler öğretip insanlığa faydalı olayım demek yerine rakip olarak görüyorlar 
Negatif,ayağına sıkacağı na kafasına sık 
Negatif,seni sikem 
Pozitif,transkripti görelim bakalım var mıymış öyle bir ders 
Negatif,amina kodumun üçgeni götveren üçgen 
Negatif,mağdur öylemi yapacağı işlerden geri kalmıştır köpek 
Pozitif,saatli bomba geziyorsun yine 
Negatif,buna kalkma be ananı sikeyim sik 
Pozitif,datça limanını bazen carettalar ziyaret eder evet hala temiz deyip ylarına devam ederler 
Negatif,aq partinin orospusu dinle gözü yıkanmış götlek diyorum 
Pozitif,ulan elinden kuran düşürmeyen dilinden dua eksik etmeyen insanlar suç işlemiyor cinayeti dine siyasi görüşe mi bağlayalım evli adam genç bir kızla olmuş kızı öldürmüş atatürk fotoğrafı paylaşan herkesi adam sanıyorsunuz sakallıyı hacı sanıyorsunuz 
Pozitif,röportajda kıskanç mısınız sorusunun yönetilmesi üzerine serdar ortaç sevgilime popon güzel derse gurur duyarım dedi 
Pozitif,flood size zorlamamın faydasını görüyorum cdi mutluyum sddf te 
Negatif,akşam görüşelim mi diyene otomatik olarak bira ısmarlarsan olur diyorum konsomatris oldum iyice 
Negatif,dallama babandır pezevenk 
Negatif,arkadaşlar herkese saygım var eşcinsel olsun aptal beyinsiz olsun kız erkek olsun engelli olsun fark etmez sen benim dinime dilime ırkıma laf edersen senin dinini dilini ırkını sikeriz 
Pozitif,günün güzel haberi abd online ders alan öğrencilerin vizelerini iptal etmekle ilgili yasa çıkarılmıştı harvard mit dava açıyorlarmış birçok ülkede online eğitim gerekli altyapı yok 
Negatif,kafir pisan 
Negatif,buyuk kalin yarrak icinize girdiginde zevki atirmaz cok aci verir 
Pozitif,selam aleyk sabahımız hayr dünya hiretimiz rızkımız hel bereketli limiz ihl slı olsun inş all 
Negatif,evet herkesin yaşattığını yaşamasını istiyorum hepimizin yaşatıyorsak yapıyorsak onu yaşayalım benim temnim aynı fikirde olmak zorunda değiliz beğenmeyen yallah aeo 
Pozitif,benden size gelsin sizi seviyorum be jungkook tatlısın lan dfkvmc 
Pozitif,allah yarb 
Negatif,dünyanın güzel gözleri eşşeklerdedir şarkı yaparsan yurdum abaza şeğin götüne yazılır tabi 
Negatif,diyeceklerdi gülecekler miydi tabi yeterli aşkım diyecekler hiçbir alakan yokken zıpladın sik mevzusunda max sün sen yine partnerlerine inan 
Pozitif,bir ay doğarı açtığımıza göre ağır hassasiyetli efkar moduna geçmişim demektir hadi hayırlısı 
Negatif,kanka sizi cok agır sikmisiz be aykut kocaman sen amk bi sal la bi sal amkgshsha 
Pozitif,taha sakın inanma senin numaranı almaya çalışıo çocuk 
Negatif,havaş senin tekrar amk 
Pozitif,inanılmaz mutluyum an mükemmel bir çiftsiniz 
Negatif,değiştireni vardır değiştirmeyeni herkes senin cibiliyetsiz değil 
Pozitif,aşşağı kürt yukarı 
Negatif,vay orospu çocuğu kızı sikmek transfer etmiş 
Pozitif,is isten geçti artik sinava giren bütün erkekler gay oldu bile simdi yapsanız nolur 
Pozitif,abi eyer platform olarak youtubeni seçersen kameranın karşısında oturarak yalnız anlatma bunu yapanlar praktik olarakda gösterirsen güzel olur girişimci olmak istiyenler içinde buna ofisde vloglar günlük hayat vlogları işi yaptıgın hakkında videolarda dahil 
Pozitif,profesör poz verin dedi sonuç geleceğin öğretmenlerine merhaba deyin 
Pozitif,kisi ana hangisinin ayaklarının altında cennet var ona karar verin 
Negatif,aykutu sikiyim 
Pozitif,twitter kürt sayısının olduğuna yemin edebilirim kanıtlayamam 
Pozitif,bi uyandım ölmüsüm günaydın 
Pozitif,gözde nın hırsına aşık oldum 
Negatif,hadi lan ordan ibneler topluluğu erkeğin erekeğe kadının kadına ilgi duygudunu cinsiyet değiştirmenin normal bişeymiş olduğunu savunan sizler islama dil uzatır adiler islamı öğrenin sonra konuşun helak olacaksınız çocuklara göz dikenin gözünü sikeyim 
Negatif,tff türk hakemleri hepiniz satılmış köpeklersiniz ilk kadar sinirlendim gerçekten kadar alenen yapılmaz kadar pislik 
Negatif,vururum direk 
Pozitif,yapmayın işte indirimleri normalde pahalı diyip kandırıyordum kendimi 
Negatif,kafanı sikim bayan 
Pozitif,odamın bi yerine daralınca yerim çikolata saklamıştım şuan olduğunu hatırlamıyorum 
Pozitif,özlenen zamanlar 
Pozitif,yakında sosyal yaşamında büyük gelişmeler olacak sonuçta mutluluk var 
Pozitif,dengemi kaybettim otururken düşüyodum kantinde bi kız bakıp kahkaha tı tamam gül kadar belli etme naza 
Pozitif,barış insanların dediği kendini asla yüksekte gören egolu değil kalbi kadar temiz hiçbir zaman 
Pozitif,kızı anne bunun kesin vardır bi atıldı dışarıdan sap durmadığım sevinmeli miyim yoksa kadının gözüne 
Negatif,ulen hirbo soforterminal harici yolcu indirmek bindirmek yasak degil mi 
Negatif,piç 
Negatif,sinirden kurulduğumuz yerde orosbu dölü ayak ayak üstüne atıp sakız çiğniyor kahpe evladı 
Negatif,bak isine sikik kahpe 
Pozitif,okuduğum sinema yaptığım gün uyumasak yetişir mi sence proje 
Pozitif,yemekteyiz içimde insan sevgisi olan puanım nedemek 
Negatif,ey molla senin dinin kafir üreten bir fabrika gibidir sen konuştukça anltıkça memlekette kafir türüyor muhmed iqbal 
Negatif,hayvan sikilirken fahişe muamelesi görmek isteyen sert küfürlü seksten hoşlanan efendisine itaatkar bir orospu kendine güvenen fahişe yok istedigim klanıp vahşice sikebilecegim sekste sınır tanımayan sahibine itaat edecek gerçek orospuları bekliyorum dm gel 
Pozitif,ticaret bakanı esnafın bankaya olan borcunu yeniden yapılandıracaklarını söylüyor nedense maliye bakanlığı konuyu üzerine almıyor 
Negatif,sabrina bitti nick sabrina nabıyonuz evladım nabıyonuz çocuğum girdiğiniz triplere sokam drama qenlik purudıns sen çek kafanı çocuğumun omzundan 
Pozitif,doksanı varr 
Pozitif,yemin etmişler güzel topraklara ait varsa yoketmeye 
Negatif,uzun boy şık giyim demişsin isteklerinin kalitesi etrafa alıcı gözle baksamda aşifte kızlar kapıyo 
Pozitif,evlilikten beklentiniz benim ilk beklentim huzur dışarda yaşamış olursam olayım eve gitmek can atayım derdimi unutayım saten fazla gergin bi ortam olursa oturur ağlarım heralde benim derdim bana yetmiyor muydu dert mi evlendim 
Pozitif,bayanlardan hoşlanmıyorum baba 
Negatif,kahpe dölün soyu kırmış kalbini 
Pozitif,yanındayız çiçek kız 
Pozitif,hasta bitik batık dedikleri osmanlının bile iki yüz yıl gölgeside devletide devam etti 
Negatif,ruhun fahişe bedenin bakire davul patlamamış tokmağın dokunmadığı yer kalmamış 
Pozitif,kübra makyaj temizleme kremini el kremi olarak kullanmış manyak 
Negatif,sana noluyo lann apacinin avukati misin 
Pozitif,canım ellerim canım tırnaklarım merak etmeyin uzun bir süre patafixe temas etmeyeceksiniz 
Negatif,sokayım düzenine 
Negatif,ftiracı namussuz 
Negatif,gizli hesaplara bakma uygulamasını bulan kişi ananı sikeyim 
Pozitif,çizgiler gelir hocam işin piri desek iyi iyiki varsın zorlu yolda önümüze ışık sınıf iyiki varsın tebrikler 
Negatif,hiçbirini tanımıyorum bazıları mal 
Negatif,amcık yalatmak isteyen varmı dilimle boşaltırım 
Negatif,anormal andaval artışı gözlemlendi 
Pozitif,ah benim çocuk gülüşlerim filizlenip çiçek açan tazecik ümitlerim 
Negatif,zarı patlak ahlaksız 
Pozitif,kürt çocuklarına uzanan eller kırılsın 
Negatif,evrimin performansini nisayla denk tutan hangi kafayi yaşiyorsun sen evrim arkadan ben iyiydim diyo sizin olmayan beyninize 
Negatif,tamam anladık danla biliç şişko yazmayın artık 
Negatif,gerizekalı kardeşimin güneş kremiyle yaptığına bakın çabuk 
Negatif,kadar çirkin aşağılık pisliklerini yapıp atatürk ün arkasına sığınacaklar merak etmekteyim 
Negatif,sokturma şıtandartlarına ye amk 
Pozitif,büyükçekmece ünal özcan isimli erkek evli olduğu kadını uykusunda boğarak öldürdü 
Pozitif,flört ettiklerini bildiğim iki arkadaşımdan erkek olan konuşuyormuş sohbeti yarıda bırakıyormuş falan kız rica ti bir yoklar mısın sordum bende çocuk diyor kızın kafa zehir beni öyle sanıyo muhabbet ilerlerse durumu fark eder 
Pozitif,unutmadık unutturmayacağız 
Negatif,si kti olup gi deceksi ni 
Pozitif,stiyorum herkes doğruluğun iyiliğin kardeşliğin barışın efendisi olsun 
Negatif,askere vuran elleriniz ayaklarınız felç olurda ömrünüz boyunca sürünür acılar içinde can çekişerek geberirsiniz inş 
Pozitif,seul belediye başkanı kayıp sabah ofisinden çıkan bld başkanı park ortadan kayboldu ölü bulundu haberler yayınlandı ancak doğru değilmiş hala haber yok kore basını şokta 
Pozitif,haberi okumadan yorum yapmayın konuşan ndiaye 
Pozitif,demekki sultanahmeti doldurmuşuz 
Pozitif,ilk kendi bi bok yiyip karşılık alınca boku ilk kendi yememiş yha ben naptımm uğraşma 
Pozitif,sana devamlı zarar veren yüreğini inciten mutlu günlerini ziyan eden varsa onları cesurca terk et zihni güzel düşünceler doldurmak sağlığa giden hızlı yoldur 
Pozitif,bugün benim doğum günüm 
Negatif,ülke komple kafayı yemiş cahillik başa bela 
Pozitif,pardon sen kimsin söz hakkı istemedim 
Pozitif,nsanların ayıplarını annelerine hakaret ederek ifşa etmek ayıplanan kadar ayıplanmalı 
Pozitif,paraya birileri el koyar merak etme silivriye sokturma beni 
Pozitif,anası kızımı bırakıp gittiğinde yaşındaydı şimdi yaşına girecek gelsin ben ona hobi görev anlatayım 
Pozitif,zeka işte kadar basıyor birileri getirmiycek devlet vatandaşını doyurcsk surıyelileri değil 
Pozitif,birisi tarafından delice sevilmek size güç verir birisini delice sevmek cesaret 
Negatif,beyinsiz tudor 
Pozitif,yüreğiniz mideniz kaldırırsa okuyun yazılanları 
Pozitif,eğitimin kalitesini gösteren 
Pozitif,cemal can sistematik olarak tanıdık arkadaşlarına söyleyip olumsuz haberler yaptıranlar oluyor 
Pozitif,televizyonlarda çarpık ilişkili şiddet eğilimli tecavüz taciz sahneleri olan birsürü dizi varken gay karakterin dizisi yapılamadı 
Pozitif,twitterda gördüğüm bir kadına şdet iddiasıdır gerçekliği yasal mercileri bağlar 
Negatif,bilgileri embesil gerizeka verecek götümle gülüyorum anlık zuahahha 
Negatif,cevap versene lan müge 
Pozitif,yaa bende fark tim kesmemiş saçları şükür kaos çıktı saçlar yüzünden 
Negatif,spor oynayanın gram aklı yoktur 
Negatif,hic tatava yapmadan sikeceksin böyle konuşanları bunlar vallahi eğitilmezler 
Pozitif,prenses ev arıyo 
Pozitif,sınanmayan farkında gönüllü olmayan sadakat bir değer hele ulviyet değil yeteneksiz iktidar sahiplerinin halkı mıymıntı erkeklerin kadınları el altında tutmasının adice bir yolu 
Negatif,sadece mal bence 
Pozitif,halkarenası ülkeyi canla başla koruyacak olan yine atatürkçüler olacak 
Negatif,yine kazık oldu var kucağa gelmek isteyen azgın bir bayan sikiş sex porno sikiş sanal dul porn türbanlı ensest swinger sik liseli çıtır azdım seks fşa türkçe ifşa türk pornosu sikişmek boşalmak sohbet cinsellik azdım bekar gizli seksi evligizli sanalsex sakso azgın 
Negatif,amk kevaşe ibnesi sadece bekle oc 
Negatif,oç delulu 
Pozitif,çelik yabancı bir alışveriş sitesi üzerinden kaçırılmış çocukların pazarlandığı iddiası şin bize yansıyan bir boyutu söz konusuysa güvenlik birimlerimiz adliyemiz inceleyecektir gündemi ilgililere bildirdik 
Pozitif,parcatuhaftik hayır siyasi duruşu karşısındakini yunan vs ötekileştiriyor ona böyle deyince kendi türk oğlu türkmüş farz ediliyor ha derseniz böyle salak bir görüş iş yapar adam yıl belediye başkanlığı yaptı 
Pozitif,allah rahmet eylesin basiniz sagolsn 
Negatif,ben gorduysem sen gor amcik 
Pozitif,hayvanlara mal mualemesi yapmayı bırakıp onların bi canı olduğunu zaman anlayacaksiniz 
Negatif,git sen kumda oyna bebe 
Negatif,olum bizi kızdırorsan böle belanı sikeriz hayde 
Negatif,kafamıza sokim 
Negatif,pezevenkler orospular böyle şehrin amına koyim 
Pozitif,sevgili arkadaşlarım size abuk subuk randomlarla dolu bir mesaj atarsam bilin mesaj metnini yazma esnasında uyuyakalmışım demektir sevgiler 
Pozitif,mutlu ak partili olana mutlu kutlu davaya gönül verene 
Pozitif,topraklarda asırlar boyunca verdiğimiz varlık yokluk mücadeleleri zincirinin son halkasıdır 
Negatif,arkandan yürümeyen ayaklar kopsun 
Negatif,orospu çocugu 
Pozitif,okulda sürekli izlediğim bir çocuk var ben çocuğun gülüşüne fena düştüm 
Pozitif,allah şifalar versin 
Negatif,bebeğin ölür inşallah 
Pozitif,önce geyve deydi fabrika yine patlama olmuştu yaşanan korku aynıydı bilanço kadar ağır değildi 
Negatif,abi sen gün boyu ofistesin oturuyorsun bilgisayar başından am göt meme kovalıyorsun bi ka 
Negatif,seden sen salak karısın biçim bir yorum salak düşünce keşke çeneni kapatsan 
